13;1;SECRETARÍA DE HACIENDA;HACIENDA;MTRO. OMAR FRANCISCO DEL VALLE COLOSIO;Secretario de Hacienda;hacienda-despacho@sonora.gob.mx
14;1;SECRETARÍA DE LA CONSEJERÍA JURÍDICA;CONSEJERIA;DRA. ANA LUISA CHÁVEZ HARO;Encargada de Despacho de la Secretaría de la Consejería Jurídica;consejeria@sonora.gob.mx
16;1;OFICIALIA MAYOR;OM;LIC. FRANCO GERARDO MARCELLO FABBRI VÁZQUEZ;Oficial Mayor del Gobierno del Estado;oficialia.mayor@sonora.gob.mx
17;2;CENTRO REGIONAL DE FORMACIÓN DOCENTE E INVESTIGACIÓN EDUCATIVA DEL ESTADO DE SONORA;CRESON;M.C. LUIS ERNESTO FLORES FONTES;Rector del Centro Regional de Formación Docente e Investigación Educativa del Estado de Sonora;contacto@creson.edu.mx
18;2;COMISIÓN DE ECOLOGÍA Y DESARROLLO SUSTENTABLE;CEDES;ING. JESUS ARMANDO BARAJAS TORRES;Comisionado Ejecutivo de Ecología y Desarrollo Sustentable del Estado de Sonora;contacto@cedes.gob.mx
19;2;COMISIÓN ESTATAL DEL AGUA;CEA;MTRO. JOSÉ LUIS JARDINES MORENO;Vocal Ejecutivo de la Comisión Estatal del Agua;contacto@ceasonora.gob.mx
20;2;COMISIÓN DE VIVIENDA DEL ESTADO DE SONORA;COVES;LIC. MARCO ANTONIO GALLARDO GALAZ;Director General de la Comisión de Vivienda del Estado de Sonora;coves@sonora.gob.mx
21;2;CONSEJO ESTATAL DE CONCERTACIÓN PARA LA OBRA PÚBLICA;CECOP;LIC. CARLOS ERNESTO ZATARAIN GONZÁLEZ;Coordinador General del Consejo Estatal de Concertación para la Obra Pública;giovanny.dyke@sonora.gob.mx
22;2;INSTITUTO SONORENSE DE LAS MUJERES;ISM;DRA. MIREYA SCARONE ADARGA;Coordinadora Ejecutiva del Instituto Sonorense de las Mujeres;ism.sonora@hotmail.com
23;2;SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA;DIF-SONORA;MTRA. LORENIA IVETH VALLES SAMPEDRO;Directora General del Sistema DIF-Sonora;control.correspondencia@difson.gob.mx
24;2;INSTITUTO SONORENSE DE CULTURA;ISC;MTRA. GUADALUPE BEATRIZ ALDACO ENCINAS;Directora General del Instituto Sonorense de Cultura;direccion@isc.gob.mx
25;2;COMISIÓN DEL DEPORTE DEL ESTADO DE SONORA;CODESON;LIC. ERUBIEL DURAZO CÁRDENAS;Director General de la Comisión del Deporte del Estado de Sonora;codesondg@gmail.com
26;2;INSTITUTO SONORENSE DE LA JUVENTUD;ISJ;LIC. REBECA VALENZUELA ÁLVAREZ;Directora General del Instituto Sonorense de la Juventud;isjuventud@sonora.gob.mx
27;2;INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA;ISIE;ARQ. DAVID CUAUHTÉMOC GALINDO DELGADO;Coordinador Ejecutivo del Instituto Sonorense de Infraestructura Educativa;contacto@isie.gob.mx
28;2;INSTITUTO SONORENSE DE EDUCACIÓN PARA LOS ADULTOS;ISEA;MTRA. MA. ENGRACIA CARRAZCO VALENZUELA;Directora General del Instituto Sonorense de Educación para los Adultos;son_coordfinanzas@inea.gob.mx
29;2;INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES PARA LOS TRABAJADORES DEL ESTADO DE SONORA;ISSSTESON;LIC. FROYLÁN GÁMEZ GAMBOA;Director General de ISSSTESON;contacto@isssteson.gob.mx
30;2;PROCURADURÍA AMBIENTAL DEL ESTADO DE SONORA;PROAES;DRA. PERLA PATRICIA ALDAY LARA;Procuradora Ambiental del Estado de Sonora;contacto@proaes.gob.mx
31;2;COMISIÓN ESTATAL PARA EL DESARROLLO DE LOS PUEBLOS Y COMUNIDADES INDÍGENAS;CEDIS;LIC. GRISELDA ILIAN LÓPEZ MARTÍNEZ;Coordinadora General de la Comisión Estatal para el Desarrollo de los Pueblos y Comunidades Indígenas;cedis@sonora.gob.mx
32;2;INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DEL ESTADO DE SONORA;ICATSON;C. RODOLFO RAMÍREZ GALLARDO;Director General del Instituto de Capacitación para el Trabajo del Estado de Sonora;contacto@icatson.edu.mx
33;2;TELEVISORA DE HERMOSILLO S.A. DE C.V.;TELEMAX;;Director General de TELEMAX;ldc@telemax.com.mx
34;2;JUNTA DE CAMINOS DEL ESTADO DE SONORA;JCES;ING. EDUARDO ANTONIO PACHECO GRAGEDA;Director General de la Junta de Caminos del Estado de Sonora;Contacto@juntadecaminos.gob.mx
35;2;RADIO SONORA;RS;LIC. TIRSO AMANTE JEREZ;Director General de Radio Sonora;radiosonora@sonora.gob.mx
36;2;COLEGIO DE ESTUDIOS CIENTÍFICOS Y TECNOLÓGICOS DEL ESTADO DE SONORA;CECYTES;MTRA. GRACIA ALICIA ANDURO GRIJALVA;Directora General del Colegio de Estudios Científicos y Tecnológicos del Estado de Sonora;dirgeneral@cecytessonora.edu.mx
37;2;COLEGIO DE BACHILLERES DEL ESTADO DE SONORA;COBACH;DR. RODRIGO ARTURO ROSAS BURGOS;Director General del Colegio de Bachilleres del Estado de Sonora;dgeneral@bachilleresdesonora.edu.mx
38;2;UNIVERSIDAD ESTATAL DE SONORA;UES;DR. ARMANDO MORENO SOTO;Rector de la Universidad Estatal de Sonora;contacto@ues.mx
39;2;INSTITUTO DE BECAS Y CRÉDITO EDUCATIVO DEL ESTADO DE SONORA;IBYCES;LIC. ALVARO ABEL SALAZAR VILLA;Encargado de Despacho del Instituto Becas y Crédito Educativo del Estado de Sonora;atencionausuarios@becasycredito.gob.mx
40;2;TELEFONÍA RURAL;TR;MTRO. RAFAEL ADRIÁN ORDUÑO DÁVALOS;Director General de Telefonía Rural;telefonia.rural@sonora.gob.mx
41;2;INSTITUTO DE ACUACULTURA DEL ESTADO DE SONORA;IAES;OCEAN. RAMÓN ALBERTO NENNINGER CHECK CINCO;Director General del Instituto de Acuacultura del Estado de Sonora;iaes@sonora.gob.mx
42;2;UNIVERSIDAD DE LA SIERRA;UNISIERRA;DR. JUAN CARLOS AVILÉS MIRANDA;Rector de la Universidad de la Sierra;contacto@unisierra.edu.mx
43;2;UNIVERSIDAD TECNOLÓGICA DE HERMOSILLO;UTH;DR. ABEL LEYVA CASTELLANOS;Rector de la Universidad Tecnológica de Hermosillo;contacto@uthermosillo.edu.mx
44;2;UNIVERSIDAD TECNOLÓGICA DE ETCHOJOA;UTE;ING. JOSÉ FÉLIX GÓMEZ ANDURO;Rector de la Universidad Tecnológica de Etchojoa;serviciosescolares@utetchojoa.edu.mx
45;2;UNIVERSIDAD TECNOLÓGICA DE GUAYMAS;UTG;LIC. JAVIER ENRIQUE CARRIZALES SALAZAR;Rector de la Universidad Tecnológica de Guaymas;rectoria@utguaymas.edu.mx
46;2;UNIVERSIDAD TECNOLÓGICA DEL SUR DE SONORA;UTSS;DR. OVIDIO ALEJANDRO VILLASEÑOR LÓPEZ;Rector de la Universidad Tecnológica del Sur de Sonora;comunicacion@uts.edu.mx
47;2;UNIVERSIDAD TECNOLÓGICA DE NOGALES;UTN;MTRO. CUAUHTÉMOC MARTÍNEZ SIRAITARE;Rector de la Universidad Tecnológica de Nogales;rectoria@utnogales.edu.mx
48;2;CENTRO ESTATAL DE TRASPLANTES;CEESTRA;DR. ABEL PUENTES CAMACHO;Director General del Centro Estatal de Trasplantes;ceestra@sonora.gob.mx
49;2;COORDINACIÓN ESTATAL DE PROTECCIÓN CIVIL;CECP;LIC. JUAN MANUEL GONZÁLEZ ALVARADO;Coordinador Estatal de Protección Civil;cepc@sonora.gob.mx
50;2;COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE SONORA;CONALEP;MTRO. CARLOS SOSA CASTAÑEDA;Director General del Colegio Nacional de Educación Profesional Técnica del Estado de Sonora;contacto@conalepsonora.edu.mx
51;2;INSTITUTO TECNOLÓGICO SUPERIOR DE PUERTO PEÑASCO;ISPP;ARQ. JESÚS RAFAEL SÁNCHEZ SEBREROS;Director General del Instituto Tecnológico Superior de Puerto Peñasco;direccion@puertopenasco.tecnm.mx
52;2;"CENTRO DE EVALUACIÓN, CONTROL Y CONFIANZA";C3;ING. FLORENTINO VALENCIA SAMANIEGO;"Director General del Centro de Evaluación, Control y Confianza";fvalencia@c3sonora.gob.mx
53;2;OPERADORA DE PROYECTOS ESTRATÉGICOS DEL ESTADO DE SONORA;IMPULSOR;MTRO. SAID SAAVEDRA BRACAMONTE;Director General de Operadora de Proyectos Estratégicos del Estado de Sonora;said.saavedra@sonora.gob.mx
54;2;PROSONORA;PROSONORA;L.A. JUAN CARLOS OCAÑA ZARAGOZA;Director General de PROSONORA;juan.ocana@sonora.gob.mx
55;2;CONSEJO ESTATAL DE CIENCIA Y TECNOLOGÍA;COECyT;DR. FRANCISCO ANTONIO RODRÍGUEZ VALDÉZ;Director General del Consejo Estatal de Ciencia y Tecnología;coecyt.son@gmail.com
56;2;CONSEJO SONORENSE REGULADOR DEL BACANORA;BACANORA;ING. ADELA DOMÍNGUEZ REYES;Directora General del Consejo Sonorense Regulador del Bacanora;adela.dominguez@sonora.gob.mx
57;2;FINANCIERA PARA EL DESARROLLO ECONÓMICO DE SONORA;FIDESON;MTRO. HÉCTOR IVÁN ALMADA ACOSTA;Coordinador Ejecutivo de la Financiera para el Desarrollo Económico de Sonora;contacto.fideson@sonora.gob.mx
58;2;INSTITUTO DE MOVILIDAD Y TRANSPORTE;TRANSPORTES;ING. LIRIO ANAHI DEL CASTILLO SALAZAR;Coordinadora Ejecutiva del Instituto de Movilidad y Transporte;lirio.castillo@sonora.gob.mx
59;2;UNIVERSIDAD TECNOLÓGICA DE PUERTO PEÑASCO;UTPP;MED. HÉCTOR PAUL BORBOA ROBLES;Rector de la Universidad Tecnológica de Puerto Peñasco;rector@utpp.edu.mx
60;2;UNIVERSIDAD TECNOLÓGICA DE SAN LUIS RÍO COLORADO;UTSLRC;LIC. JOSÉ ARTURO DELGADO REZA;Rector de la Universidad Tecnológica de San Luis Río Colorado;info@utslrc.edu.mx
61;2;INSTITUTO TECNOLÓGICO SUPERIOR DE CANANEA;ITESCAN;MTRA. NANCY MARÍA DÁVILA RODRÍGUEZ;Directora General del Instituto Tecnológico Superior de Cananea;teccan@teccan.edu.mx
62;2;INSTITUTO TECNOLÓGICO SUPERIOR DE CAJEME;ITESCA;MTRA. MARTHA PATRICIA PATIÑO FIERRO;Directora General del Instituto Tecnológico Superior de Cajeme;mpatino@itesca.edu.mx
64;2;INSTITUTO SUPERIOR DE SEGURIDAD PÚBLICA DEL ESTADO;ISSPE;DR. ELLIOTH ROMERO GRIJALVA;Director General del Instituto Superior de Seguridad Pública del Estado;reclutamiento@isspe.gob.mx
65;2;"SISTEMA DE PROTECCIÓN INTEGRAL DE NIÑAS, NIÑOS Y ADOLESCENTES DEL ESTADO DE SONORA";SIPINNA;MTRA. CARMEN LUCIA MUNGUÍA GALLEGOS;"Coordinadora Ejecutiva del Sistema de Protección Integral de Niñas, Niños y Adolescentes del Estado de Sonora";sipinnasonora@sonora.gob.mx
66;2;INSTITUTO SONORENSE PARA LA ATENCIÓN A LOS ADULTOS MAYORES;ISAAM;LIC. CEDNA MAVIAEL JAQUEZ ORTEGA;Coordinadora del Instituto Sonorense para la Atención a los Adultos Mayores;iseasonora@inea.gob.mx
67;3;FIDEICOMISO MAESTRO PARA EL FINANCIAMIENTO DEL SECTOR AGROPECUARIO EN SONORA;AGROSON;LIC. DORA EVELYN TRIGUERAS DURÓN;Secretaria Ejecutiva del Fideicomiso Maestro para el Financiamiento del Sector Agropecuario en Sonora;agroson@agroson.mx
68;3;FIDEICOMISO FONDO REVOLVENTE SONORA;FFRS;ING. FELIPE DE JESUS TAPIA NORIEGA;Coordinador General del Fideicomiso Fondo Revolvente Sonora;rosalva.diaz@ffrs.gob.mx
69;3;FIDEICOMISO PUENTE COLORADO;FPC;CP. CARLOS ENRIQUE GARIBALDI VALENCIA;Administrador General del Fideicomiso Puente Colorado;carlos.garibaldi@sonora.gob.mx
70;4;CENTRO ESTATAL DE DESARROLLO MUNICIPAL ;CEDEMUN;MTRO. ÉDGAR HIRAM SALLARD;codesondg@gmail.com;contacto@cedemunsonora.gob.mx
71;4;COORDINACIÓN EJECUTIVA DE COMUNICACIÓN GUBERNAMENTAL;COM-SOC;LIC. KARLA PAULINA OCAÑA ENCINAS;Coordinadora General del Sistema Estatal de Comunicación Social;paulinaocanae@hotmail.com
72;4;COMISIÓN ESTATAL DE BIENES Y CONCESIONES;CEBYC;LIC. JOSE PABLO RUBIO FIERROS;Coordinador Ejecutivo de la Comisión Estatal de Bienes y Concesiones;jose.rubio@sonora.gob.mx
73;4;INSTITUTO CATASTRAL Y REGISTRAL DEL ESTADO DE SONORA;ICRESON;LIC. GERARDO VÁZQUEZ FALCÓN;Vocal Ejecutivo del Instituto Catastral y Registral del Estado de Sonora;contacto@icreson.gob.mx
74;4;COMISIÓN ESTATAL DE PROTECCIÓN CONTRA RIESGOS SANITARIOS;COESPRISSON;DR. SERGIO MORALES GARCIA;Comisionado Estatal de Protección Contra Riesgos Sanitarios;usuarioscoesprisson@gmail.com
75;4;CONSEJO PARA EL DESARROLLO SOSTENIBLE DEL ESTADO DE SONORA;CODESO;MTRO. FRANCISCO ACUÑA MÉNDEZ;Presidente del Consejo para el Desarrollo Sostenible del Estado de Sonora (CODESO);codesondg@gmail.com
76;4;COMISIÓN DE MEJORA REGULATORIA DE SONORA;MR;DRA. SILVIA AURORA ROJAS SOLIS;Directora General de la Comisión de Mejora Regulatoria de Sonora;silvia.rojas@sonora.gob.mx
